sid,name,ticker,type,slug,isin
AVAN,Avance Technologies Ltd,AVANCE,stock,/stocks/avance-technologies-AVAN,INE758A01072
VAND,Atvo Enterprises Ltd,ATVOENT,stock,/stocks/vandana-knitwear-VAND,INE219M01021
ANJ,Anjani Finance Ltd,ANJANIFIN,stock,/stocks/anjani-finance-ANJ,INE283D01018
RBG,Aarcon Facilities Ltd,AARCON,stock,/stocks/aarcon-facilities-RBG,INE056J01015
ALN,Alna Trading and Exports Ltd,ALNATRD,stock,/stocks/alna-trading-and-exports-ALN,INE07I701011
ABHIF,Abhishek Finlease Ltd,ABHIFIN,stock,/stocks/abhishek-finlease-ABHIF,INE723C01015
ANJA,Anjani Foods Ltd,ANJANIFOODS,stock,/stocks/anjani-foods-ANJA,INE096I01021
ALC,Alchemist Corporation Ltd,ALCHCORP,stock,/stocks/alchemist-corporation-ALC,INE057D01016
GUJI,Ashtasidhhi Industries Ltd,GUJINV,stock,/stocks/gujarat-investa-GUJI,INE373D01017
DUG,Axentra Corp Ltd,AXENTRA,stock,/stocks/dugar-housing-developments-DUG,INE919M01026
ALFAT,Alfa Transformers Ltd,ALFATRAN,stock,/stocks/alfa-transformers-ALFAT,INE209C01015
ADC,Adcon Capital Services Ltd,ADCON,stock,/stocks/adcon-capital-services-ADC,INE805Q01028
ANS,ANS Industries Ltd,ANSINDUS,stock,/stocks/ans-industries-ANS,INE234J01018
ADAR,Adarsh Plant Protect Ltd,ADARSHPL,stock,/stocks/adarsh-plant-protect-ADAR,INE627D01016
ABHIC,Abhinav Capital Services Ltd,ABHICAP,stock,/stocks/abhinav-capital-services-ABHIC,INE516F01016
AXE,Axel Polymers Ltd,AXELPOLY,stock,/stocks/axel-polymers-AXE,INE197C01012
AMBA,Ambar Protein Industries Ltd,AMBARPIL,stock,/stocks/ambar-protein-industries-AMBA,INE072V01017
ARIH,Arihant Capital Markets Ltd,ARIHANTCAP,stock,/stocks/arihant-capital-markets-ARIH,INE420B01036
MVC,Adhata Global Ltd,MVCOTSP,stock,/stocks/mv-cotspin-MVC,INE586D01014
AVAI,Available Finance Ltd,AVAILFC,stock,/stocks/available-finance-AVAI,INE325G01010
MACI,Astal Laboratories Ltd,ASTALLTD,stock,/stocks/macro-international-MACI,INE307N01014
ASIAT,Asian Tea & Exports Ltd,ASIANTNE,stock,/stocks/asian-tea-and-exports-ASIAT,INE822B01017
AHM,Ahmedabad Steel Craft Ltd,AHMDSTE,stock,/stocks/ahmedabad-steelcraft-AHM,INE868C01018
AVON,Avonmore Capital & Management Services Ltd,AVONMORE,stock,/stocks/avonmore-capital-and-management-services-AVON,INE323B01024
ACCE,Accel Ltd,ACCEL,stock,/stocks/accel-ACCE,INE258C01038
AJW,Ajwa Fun World and Resort Ltd,AJWAFUN,stock,/stocks/ajwa-fun-world-and-resort-AJW,INE863E01015
ANJAN,Anjani Synthetics Ltd,ANJANI,stock,/stocks/anjani-synthetics-ANJAN,INE364D01032
ANN,Anna Infrastructures Ltd,ANNAINFRA,stock,/stocks/anna-infrastructures-ANN,INE336D01014
ARCH,Archit Organosys Ltd,ARCHITORG,stock,/stocks/archit-organosys-ARCH,INE078I01011
ASSO,Associated Ceramics Ltd,ASSOCER,stock,/stocks/associated-ceramics-ASSO,INE771E01010
ASIT,Asit C Mehta Financial Services Ltd,ASITCFIN,stock,/stocks/asit-c-mehta-financial-services-ASIT,INE041B01014
ALFA,Alfavision Overseas (India) Ltd,ALFAVIO,stock,/stocks/alfavision-overseas-ALFA,INE883B01027
ARTE,Artefact Projects Ltd,ARTEFACT,stock,/stocks/artefact-projects-ARTE,INE885B01014
ABM,ABM Knowledgeware Ltd,ABMKNO,stock,/stocks/abm-knowledgeware-ABM,INE850B01026
IBR,Azad India Mobility Ltd,AZADIND,stock,/stocks/indian-bright-steel-company-IBR,INE566M01017
ALAN,Alan Scott Enterprises Ltd,ALANSCOTT,stock,/stocks/alan-scott-industries-ALAN,INE273F01022
ALU,Alufluoride Ltd,ALUFLUOR,stock,/stocks/alufluoride-ALU,INE058F01019
ALFAI,Alfa Ica (India) Ltd,ALFAICA,stock,/stocks/alfa-ica-india-ALFAI,INE042C01010
ALPIN,Alpine Housing Development Corporation Ltd,ALPINEHOU,stock,/stocks/alpine-housing-development-corporation-ALPIN,INE840D01015
ARISE,Arihant's Securities Ltd,ARISE,stock,/stocks/arihants-securities-ARISE,INE190D01015
AST,Asian Star Co Ltd,ASTAR,stock,/stocks/asian-star-company-AST,INE194D01017
KAMR,Adline Chem Lab Ltd,ADLINE,stock,/stocks/kamron-laboratories-KAMR,INE276T01018
ASHOK,Aeonx Digital Technology Ltd,AEONXDIGI,stock,/stocks/ashok-alco-chem-ASHOK,INE994D01010
ASIA,Asia Pack Ltd,ASIAPAK,stock,/stocks/asia-pack-ASIA,INE784M01016
ABV,Arunjyoti Bio Ventures Ltd,ABVL,stock,/stocks/arunjyoti-bio-ventures-ABV,INE485K01022
AMBI,Ambitious Plastomac Company Ltd,AMBIT,stock,/stocks/ambitious-plastomac-company-AMBI,INE267C01013
DEVK,Agarwal Fortune India Ltd,AGARWAL,stock,/stocks/devki-leasing-and-finance-DEVK,INE510B01018
ARCE,Arcee Industries Ltd,ARCEEIN,stock,/stocks/arcee-industries-ARCE,INE276D01012
ASIN,Asian Petro Products and Exporters Ltd,ASINPET,stock,/stocks/asian-petroproducts-and-exports-ASIN,INE810M01019
ALE,Alexander Stamps and Coin Ltd,ALEXANDER,stock,/stocks/alexander-stamps-and-coin-ALE,INE191N01012
ASM,ASM Technologies Ltd,ASMTEC,stock,/stocks/asm-technologies-ASM,INE867C01010
FLO,Anirit Ventures Ltd,ANIRIT,stock,/stocks/flora-textiles-FLO,INE161F01011
ABC,ABC India Ltd,ABCINDQ,stock,/stocks/abc-india-ABC,INE125D01011
AAI,Akar Auto Industries Ltd,AAIL,stock,/stocks/akar-auto-industries-AAI,INE864E01021
DATA,Artificial Electronics Intelligent Material Ltd,AEIM,stock,/stocks/datasoft-applications-software-india-DATA,INE072B01027
ATHE,Athena Global Technologies Ltd,ATHENAGLO,stock,/stocks/athena-global-technologies-ATHE,INE576B01019
ADIT,Aditya Spinners Ltd,ADITYASP,stock,/stocks/aditya-spinners-ADIT,INE122D01026
LNI,ACS Technologies Ltd,ACSTECH,stock,/stocks/ln-industries-india-LNI,INE366C01021
ASHIS,Ashish Polyplast Ltd,ASHISHPO,stock,/stocks/ashish-polyplast-ASHIS,INE831C01016
SABOO,Arigato Universe Ltd,ARIGATO,stock,/stocks/saboo-brothers-SABOO,INE021N01011
ASIAO,Asian Energy Services Ltd,ASIANENE,stock,/stocks/asian-oilfield-services-ASIAO,INE276G01015
ADVM,Advance Multitech Ltd,ADVMULT,stock,/stocks/advance-multitech-ADVM,INE875S01019
ADITY,Aditya Ispat Ltd,ADITYA,stock,/stocks/aditya-ispat-ADITY,INE570B01012
AREY,Aarey Drugs and Pharmaceuticals Ltd,AAREYDRUGS,stock,/stocks/aarey-drugs-and-pharmaceuticals-AREY,INE198H01019
AMARJ,Amarjothi Spinning Mills Ltd,AMARJOTHI,stock,/stocks/amarjothi-spinning-mills-AMARJ,INE484D01012
AMRAP,Amrapali Industries Ltd,AMRAPLIN,stock,/stocks/amrapali-industries-AMRAP,INE762C01021
PRESO,Ace Engitech Ltd,ACEENGITEC,stock,/stocks/prem-somani-financial-services-PRESO,INE035401020
AKC,A K Capital Services Ltd,AKCAPIT,stock,/stocks/akcapital-services-AKC,INE701G01012
ACII,ACI Infocom Ltd,ACIIN,stock,/stocks/aci-infocom-ACII,INE167B01025
AJA,Ajanta Soya Ltd,AJANTSOY,stock,/stocks/ajanta-soya-AJA,INE601B01023
ADM,AD- Manum Finance Ltd,ADMANUM,stock,/stocks/ad-manum-finance-ADM,INE556D01017
ATHA,Atharv Enterprises Ltd,ATHARVENT,stock,/stocks/atharv-enterprises-ATHA,INE354E01031
ACK,Acknit Industries Ltd,ACKNIT,stock,/stocks/acknit-industries-ACK,INE326C01017
ACEE,Ace Edutrend Ltd,ACEEDU,stock,/stocks/ace-edutrend-ACEE,INE715F01014
ASHO,Ashoka Refineries Ltd,ASHOKRE,stock,/stocks/ashoka-refineries-ASHO,INE760M01016
ANUPA,Anupam Finserv Ltd,ANUPAM,stock,/stocks/anupam-finserv-ANUPA,INE069B01023
TATIA,Ashram Online.com Ltd,ASHRAM,stock,/stocks/ashram-onlinecom-TATIA,INE293C01019
UPA,Aastamangalam Finance Ltd,AASTAFIN,stock,/stocks/upasana-finance-UPA,INE819K01014
AURO,Auro Laboratories Ltd,AUROLAB,stock,/stocks/auro-laboratories-AURO,INE292C01011
ARYAM,Aryaman Financial Services Ltd,ARYAMAN,stock,/stocks/aryaman-financial-services-ARYAM,INE032E01017
AMC,Amco India Ltd,AMCOIND,stock,/stocks/amco-india-AMC,INE924B01011
AADI,Aadi Industries Ltd,AADIIND,stock,/stocks/aadi-industries-AADI,INE563D01013
ADVL,Advance Lifestyles Ltd,ADVLIFE,stock,/stocks/advance-lifestyles-ADVL,INE900E01015
ASHS,Ashirwad Steels And Industries Ltd,ASHSI,stock,/stocks/ashirwad-steels-and-industries-ASHS,INE338C01012
ABI,Abirami Financial Services (India) Ltd,ABIRAFN,stock,/stocks/abirami-financial-services-india-ABI,INE195I01013
API,Apis India Ltd,APIS,stock,/stocks/apis-india-API,INE070K01014
AJC,Ajcon Global Services Ltd,AJCON,stock,/stocks/ajcon-global-services-AJC,INE759C01027
APIL,AVI Products India Ltd,APIL,stock,/stocks/avi-products-india-APIL,INE316O01021
AIMC,Aimco Pesticides Ltd,AIMCOPEST,stock,/stocks/aimco-pesticides-AIMC,INE008B01013
INDSO,Apollo Ingredients Ltd,INDSOYA,stock,/stocks/indsoya-INDSO,INE314N01028
AREX,Arex Industries Ltd,AREXMIS,stock,/stocks/arex-industries-AREX,INE480H01011
ANUH,Anuh Pharma Ltd,ANUHPHR,stock,/stocks/anuh-pharma-ANUH,INE489G01022
ARTS,Artson Ltd,ARTSON,stock,/stocks/artson-engineering-ARTS,INE133D01023
TRC,Avasara Finance Ltd,AVASARA,stock,/stocks/trc-financial-services-TRC,INE759D01017
AXT,Axtel Industries Ltd,AXTEL,stock,/stocks/axtel-industries-AXT,INE767C01012
AUTOI,Autoriders International Ltd,AUTOINT,stock,/stocks/autoriders-international-AUTOI,INE340U01010
APMI,APM Industries Ltd,APMIN,stock,/stocks/apm-industries-APMI,INE170D01025
ASU,Asutosh Enterprises Ltd,ASUTENT,stock,/stocks/asutosh-enterprises-ASU,INE508W01018
ANAN,Anand Projects Ltd,ANANDPROJ,stock,/stocks/anand-projects-ANAN,INE134R01013
SATI,Aeroflex Enterprises Ltd,AEROENTER,stock,/stocks/sat-industries-SATI,INE065D01027
KRO,ADC India Communications Ltd,ADCINDIA,stock,/stocks/adc-india-communications-KRO,INE833A01016
AND,Andhra Petrochemicals Ltd,ANDHRAPET,stock,/stocks/andhra-petrochemicals-AND,INE714B01016
ASHAI,Ashiana Agro Industries Ltd,ASHAI,stock,/stocks/ashiana-agro-industries-ASHAI,INE709D01012
AVONM,Avon Mercantile Ltd,AVONMERC,stock,/stocks/avon-mercantile-AVONM,INE471D01019
AVIV,Aviva Industries Ltd,AVIVA,stock,/stocks/aviva-industries-AVIV,INE461H01011
AGIO,Agio Paper & Industries Ltd,AGIOPAPER,stock,/stocks/agio-paper-and-industries-AGIO,INE112C01011
AMAL,Amalgamated Electricity Company Ltd,AMALGAM,stock,/stocks/amalgamated-electricity-company-AMAL,INE492N01022
JOY,Avishkar Infra Realty Ltd,AIRLTD,stock,/stocks/joy-realty-JOY,INE433O01024
APOLL,Apollo Finvest (India) Ltd,APOLLOFI,stock,/stocks/apollo-finvest-india-APOLL,INE412D01013
ATVP,ATV Projects India Ltd,ATVPR,stock,/stocks/atv-projects-india-ATVP,INE447A01015
ANSA,Ansal Buildwell Ltd,ANSALBU,stock,/stocks/ansal-buildwell-ANSA,INE030C01015
ASHN,Ashnoor Textile Mills Ltd,ASHNOOR,stock,/stocks/ashnoor-textile-mills-ASHN,INE372I01018
ADD,Addi Industries Ltd,ADDIND,stock,/stocks/addi-industries-ADD,INE757C01021
APTP,APT Packaging Ltd,APTPACK,stock,/stocks/apt-packaging-APTP,INE046E01025
APLAB,Aplab Ltd,APLAB,stock,/stocks/aplab-APLAB,INE273A01015
ADIN,Adinath Textiles Ltd,ADINATH,stock,/stocks/adinath-textiles-ADIN,INE207C01019
HINDE,Algoquant Fintech Ltd,ALGOQUANT,stock,/stocks/hindustan-everest-tools-HINDE,INE598D01035
ACRO,Acrow India Ltd,ACROW,stock,/stocks/acrow-india-ACRO,INE950D01012
AUS,Austin Engineering Company Ltd,AUSTENG,stock,/stocks/austin-engineering-company-AUS,INE759F01012
ARU,Aruna Hotels Ltd,ARUNAHTEL,stock,/stocks/aruna-hotels-ARU,INE957C01019
AMBAS,Ambalal Sarabhai Enterprises Ltd,AMBALALSA,stock,/stocks/ambalal-sarabhai-enterprises-AMBAS,INE432A01017
ATAL,Atal Realtech Ltd,ATALREAL,stock,/stocks/atal-realtech-ATAL,INE0ALR01029
ATA,Atam Valves Ltd,ATAM,stock,/stocks/atam-valves-ATA,INE09KD01013
AAA,AAA Technologies Ltd,AAATECH,stock,/stocks/aaa-technologies-AAA,INE0D0U01013
AMN,Amines and Plasticizers Ltd,AMNPLST,stock,/stocks/amines-and-plasticizers-AMN,INE275D01022
AMFO,Amforge Industries Ltd,AMFORG,stock,/stocks/amforge-industries-AMFO,INE991A01020
ASO,ASI Industries Ltd,ASIIL,stock,/stocks/asi-industries-ASO,INE443A01030
ARAV,Aravali Securities and Finance Ltd,ARAVALIS,stock,/stocks/aravali-securities-and-finance-ARAV,INE068C01015
ANGE,Angel One Ltd,ANGELONE,stock,/stocks/angel-broking-ANGE,INE732I01013
AUTOC,Automobile Corp Of Goa Ltd,ACGL,stock,/stocks/automobile-corporation-of-goa-AUTOC,INE451C01013
ADVA,Advait Energy Transitions Ltd,ADVAIT,stock,/stocks/advait-infratech-ADVA,INE0ALI01010
ADVPE,Advance Petrochemicals Ltd,ADVPETR-B,stock,/stocks/advance-petrochemicals-ADVPE,INE334N01018
ANDR,Andrew Yule & Co Ltd,ANDREWYU,stock,/stocks/andrew-yule-and-company-ANDR,INE449C01025
ALFR,Alfred Herbert (India) Ltd,ALFREDHE,stock,/stocks/alfred-herbert-india-ALFR,INE782D01027
ADL,Archidply Decor Ltd,ADL,stock,/stocks/archidply-decor-ADL,INE0CHO01012
AMAA,Amal Ltd,AMAL,stock,/stocks/amal-AMAA,INE841D01013
AXIS,Axis NIFTY Bank ETF,AXISBNKETF,etf,/etfs/axis-banking-etf-AXIS,INF846K01X63
AWH,Antony Waste Handling Cell Ltd,AWHCL,stock,/stocks/antony-waste-handling-cell-AWH,INE01BK01022
ADJ,Adjia Technologies Ltd,ADJIA,stock,/stocks/adjia-technologies-ADJ,INE0G0V01018
AXIST,Axis NIFTY IT ETF,AXISTECETF,etf,/etfs/axis-technology-etf-regular-growth-AXIST,INF846K01Y96
AXISB,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,AXISBPSETF,etf,/etfs/axis-aaa-bond-plus-sdl-etf-2026-matur-reg-growth-AXISB,INF846K01Z04
ANUR,Anupam Rasayan India Ltd,ANURAS,stock,/stocks/anupam-rasayan-india-ANUR,INE930P01018
AXISH,Axis NIFTY Healthcare ETF,AXISHCETF,etf,/etfs/axis-healthcare-etf-AXISH,INF846K01Z12
AIL,Abhishek Integrations Ltd,AILIMITED,stock,/stocks/abhishek-integrations-AIL,INE0CAJ01017
ADE,Adeshwar Meditex Ltd,ADESHWAR,stock,/stocks/adeshwar-meditex-ADE,INE0H8J01015
ADISH,Afloat Enterprises Ltd,ADISHAKTI,stock,/stocks/adishakti-loha-and-ispat-ADISH,INE0CWK01019
GLS,Alivus Life Sciences Ltd,ALIVUS,stock,/stocks/glenmark-life-sciences-GLS,INE03Q201024
AAS,Aashka Hospitals Ltd,AASHKA,stock,/stocks/aashka-hospitals-AAS,INE0EAX01014
AXISC,Axis NIFTY India Consumption ETF,AXISCETF,etf,/etfs/axis-consumption-etf-AXISC,INF846K016C7
AMIO,Acutaas Chemicals Ltd,ACUTAAS,stock,/stocks/ami-organics-AMIO,INE00FF01025
HEALT,Aditya BSL Nifty Healthcare ETF,HEALTHY,etf,/etfs/aditya-birla-sun-life-nifty-healthcare-etf-HEALT,INF209KB10C2
AAP,AA Plus Tradelink Ltd,AAPLUSTRAD,stock,/stocks/aa-plus-tradelink-AAP,INE0C5901022
APTU,Aptus Value Housing Finance India Ltd,APTUS,stock,/stocks/aptus-value-housing-finance-india-APTU,INE852O01025
TECT,Aditya BSL Nifty IT ETF,TECH,etf,/etfs/aditya-birla-sun-life-nifty-it-etf-TECT,INF209KB11D8
ANAND,Anand Rathi Wealth Ltd,ANANDRATHI,stock,/stocks/anand-rathi-wealth-ANAND,INE463V01026
ABS,Aditya Birla Sun Life AMC Ltd,ABSLAMC,stock,/stocks/aditya-birla-sun-life-amc-ABS,INE404A01024
ABCO,A B Cotspin India Ltd,ABCOTS,stock,/stocks/ab-cotspin-india-ABCO,INE08PH01015
AWL,AWL Agri Business Ltd,AWL,stock,/stocks/adani-wilmar-AWL,INE699H01024
AGS,AGS Transact Technologies Ltd,AGSTRA,stock,/stocks/ags-transact-technologies-AGS,INE583L01014
SILVR,Aditya BSL Silver ETF,SILVER,etf,/etfs/aditya-birla-sun-life-silver-etf-SILVR,INF209KB19F6
ACHY,Achyut Healthcare Ltd,ACHYUT,stock,/stocks/achyut-healthcare-ACHY,INE0K1401020
ASC,Ascensive Educare Ltd,ASCENSIVE,stock,/stocks/ascensive-educare-ASC,INE0E4I01027
ALKO,Alkosign Ltd,ALKOSIGN,stock,/stocks/alkosign-ALKO,INE0KA601012
AET,Aether Industries Ltd,AETHER,stock,/stocks/aether-industries-AET,INE0BWX01014
ANZ,Anzen India Energy Yield Plus Trust,ANZEN,stock,/stocks/anzen-india-energy-yield-plus-trust-ANZ,INE0MIZ23019
ACA,Archean Chemical Industries Ltd,ACI,stock,/stocks/archean-chemical-industries-ACA,INE128X01021
ARHA,Arham Technologies Ltd,ARHAM,stock,/stocks/arham-technologies-ARHA,INE0L2Y01011
AAT,Aatmaj Healthcare Ltd,AATMAJ,stock,/stocks/aatmaj-healthcare-AAT,INE0OB201016
ASAR,Asarfi Hospital Ltd,ASARFI,stock,/stocks/asarfi-hospital-ASAR,INE0DN001027
AXISI,Axis Silver ETF,AXISILVER,etf,/etfs/axis-silver-etf-AXISI,INF846K011K1
AMBO,Ambo Agritec Ltd,AMBOAGRI,stock,/stocks/ambo-agritec-AMBO,INE0N6V01016
AVE,Aveer Foods Ltd,AVEER,stock,/stocks/aveer-foods-AVE,INE09BN01011
AART,Aarti Pharmalabs Ltd,AARTIPHARM,stock,/stocks/aarti-pharmalabs-AART,INE0LRU01027
MOME,ADITYA BSL Nifty 200 Momentum 30 ETF,MOMENTUM,etf,/etfs/aditya-birla-sun-life-nifty-200-momentum-30-etf-MOME,INF209KB14K7
ARIHA,Arihant Academy Ltd,ARIHANTACA,stock,/stocks/arihant-academy-ARIHA,INE0NCC01015
AUROI,Auro Impex & Chemicals Ltd,AUROIMPEX,stock,/stocks/auro-impex-and-chemicals-AUROI,INE0NUL01018
ASIAA,Asian Warehousing Ltd,ASIAN,stock,/stocks/asian-warehousing-ASIAA,INE04Z101016
ANL,Anlon Technology Solutions Ltd,ANLON,stock,/stocks/anlon-technology-solutions-ANL,INE0LR101013
ABSL,Aditya Birla Sun Life CRISIL Liquid Overnight ETF,ABSLLIQUID,etf,/etfs/aditya-birla-sl-crisil-overnight-fund-ai-index-etf-ABSL,INF209KB18T9
AHA,Ahasolar Technologies Ltd,AHASOLAR,stock,/stocks/ahasolar-technologies-AHA,INE0NEV01011
ACCEN,Accent Microcell Ltd,ACCENTMIC,stock,/stocks/accent-microcell-ACCEN,INE0Q5D01013
NIF,ADITYA BSL Nifty 200 Quality 30 ETF,NIFTYQLITY,etf,/etfs/aditya-birla-sun-life-nifty-200-quality-30-etf-NIF,INF209KB15K4
ANNA,Annapurna Swadisht Ltd,ANNAPURNA,stock,/stocks/annapurna-swadisht-ANNA,INE0MGM01017
AMIA,Amiable Logistics (India) Ltd,AMIABLE,stock,/stocks/amiable-logistics-india-AMIA,INE0MTP01013
AMANA,Amanaya Ventures Ltd,AMANAYA,stock,/stocks/amanaya-ventures-AMANA,INE0G1V01016
AUTOR,Automobile Products of India Ltd,AUTOPRD,stock,/stocks/automobile-products-of-india-AUTOR,INE0NY101012
AXS,Axis BSE Sensex ETF,AXSENSEX,etf,/etfs/axis-sandp-bse-sensex-etf-AXS,INF846K010Q0
AER,Aeroflex Industries Ltd,AEROFLEX,stock,/stocks/aeroflex-industries-AER,INE024001021
ARIST,Aristo Bio-Tech and Lifescience Ltd,ARISTO,stock,/stocks/aristo-bio-tech-and-lifescience-ARIST,INE082101010
AVAL,Avalon Technologies Ltd,AVALON,stock,/stocks/avalon-technologies-AVAL,INE0LCL01028
AHL,Abans Financial Services Ltd,AFSL,stock,/stocks/abans-holdings-AHL,INE00ZE01026
SSH,Aeroflex Neu Ltd,AERONEU,stock,/stocks/sah-polymers-SSH,INE035801013
AGN,Agni Green Power Ltd,AGNI,stock,/stocks/agni-green-power--AGN,INE0LF301013
AME,Ameya Precision Engineers Ltd,AMEYA,stock,/stocks/ameya-precision-engineers-AME,INE0KT901015
AGU,A G Universal Ltd,AGUL,stock,/stocks/a-g-universal-AGU,INE0O6N01012
ACCEL,AccelerateBS India Ltd,ACCELERATE,stock,/stocks/acceleratebs-india-ACCEL,INE0POP01017
ALL,All e Technologies Ltd,ALLETEC,stock,/stocks/all-e-technologies-ALL,INE0M2X01012
AGA,Agarwal Float Glass India Ltd,AGARWALFT,stock,/stocks/agarwal-float-glass-india-AGA,INE0MLA01012
ARAB,Arabian Petroleum Ltd,ARABIAN,stock,/stocks/arabian-petroleum-ARAB,INE08NJ01024
AMIC,AMIC Forging Ltd,AMIC,stock,/stocks/amic-forging-AMIC,INE0P9J01013
ALPHA,Alphalogic Industries Ltd,ALPHAIND,stock,/stocks/alphalogic-industries-ALPHA,INE0NZF01019
ARCL,ARCL Organics Ltd,ARCL,stock,/stocks/arcl-organics-ARCL,INE372M01010
ATT,Allcargo Terminals Ltd,ATL,stock,/stocks/allcargo-terminals-ATT,INE0NN701020
ACS,Arvind Port and Infra Ltd,ARVINDPORT,stock,/stocks/arvind-and-company-shipping-agencies-ACS,INE0P4T01013
ARR,Arrowhead Seperation Engineering Ltd,ARROWHEAD,stock,/stocks/arrowhead-seperation-engineering-ARR,INE0PP401015
ASK,ASK Automotive Ltd,ASKAUTOLTD,stock,/stocks/ask-automotive-ASK,INE491J01022
AZA,Azad Engineering Ltd,AZAD,stock,/stocks/azad-engineering-AZA,INE02IJ01035
ATM,ATMASTCO Ltd,ATMASTCO,stock,/stocks/atmastco-ATM,INE05DH01017
ALUW,Aluwind Infra-Tech Ltd,ALUWIND,stock,/stocks/aluwind-architectural-ALUW,INE0STM01017
LAW,Addictive Learning Technology Ltd,ADDICTIVE,stock,/stocks/addictive-learning-technology-LAW,INE0RDH01021
AIK,AIK Pipes and Polymers Ltd,AIKPIPES,stock,/stocks/aik-pipes-and-polymers-AIK,INE0QFT01015
AKAN,Akanksha Power and Infrastructure Ltd,AKANKSHA,stock,/stocks/akanksha-power-and-infrastructure-AKAN,INE0PCY01014
ALPE,Alpex Solar Ltd,ALPEXSOLAR,stock,/stocks/alpex-solar-ALPE,INE0R4701017
AVP,AVP Infracon Ltd,AVPINFRA,stock,/stocks/avp-infracon-AVP,INE0R9401019
APS,Australian Premium Solar (India) Ltd,APS,stock,/stocks/australian-premium-solar-india-APS,INE0P0001010
PARKH,Apeejay Surrendra Park Hotels Ltd,PARKHOTELS,stock,/stocks/apeejay-surrendra-park-hotels-PARKH,INE988S01028
ASPIR,Aspire & Innovative Advertising Ltd,ASPIRE,stock,/stocks/aspire-and-innovative-advertising-ASPIR,INE0S7801010
AMK,Amkay Products Ltd,AMKAY,stock,/stocks/amkay-products-AMK,INE0QSB01016
AWF,Awfis Space Solutions Ltd,AWFIS,stock,/stocks/awfis-space-solutions-AWF,INE108V01019
ZARD,Ardi Investment and Trading Co Ltd,ZARDIINV,stock,/stocks/ardi-investments-and-trading-company-ZARD,INE0LKP01014
AZT,Aztec Fluids & Machinery Ltd,AZTEC,stock,/stocks/aztec-fluids-and-machinery-AZT,INE0SCB01016
ABSM,ABS Marine Services Ltd,ABSMARINE,stock,/stocks/abs-marine-services-ABSM,INE0QRV01016
AADH,Aadhar Housing Finance Ltd,AADHARHFC,stock,/stocks/aadhar-housing-finance-AADH,INE883F01010
ABSLP,Aditya Birla Sun Life Nifty PSE ETF,ABSLPSE,etf,/etfs/aditya-birla-sun-life-nifty-pse-etf-ABSLP,INF209KB19Z4
APR,Aprameya Engineering Ltd,APRAMEYA,stock,/stocks/aprameya-engineering-APR,INE0LQG01010
AIMT,Aimtron Electronics Ltd,AIMTRON,stock,/stocks/aimtron-electronics-AIMT,INE0RUV01018
AFI,Akme Fintrade India Ltd,AFIL,stock,/stocks/akme-fintrade-india-AFI,INE916Y01027
AKU,Akums Drugs and Pharmaceuticals Ltd,AKUMS,stock,/stocks/akums-drugs-and-pharmaceuticals-AKU,INE09XN01023
ADTE,Adtech Systems Ltd,ADTECH,stock,/stocks/adtech-systems-ADTE,INE257C01014
AMBEY,Ambey Laboratories Ltd,AMBEY,stock,/stocks/ambey-laboratories-AMBEY,INE0M3I01029
ACL,Aelea Commodities Ltd,ACLD,stock,/stocks/aelea-commodities-ACL,INE0T3401029
ABD,Allied Blenders and Distillers Ltd,ABDL,stock,/stocks/allied-blenders-and-distillers-ABD,INE552Z01027
AKIK,Akiko Global Services Ltd,AKIKO,stock,/stocks/akiko-global-services-AKIK,INE0PMR01017
ABGSE,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,ABGSEC,etf,/etfs/aditya-birla-sun-life-crisil-broad-based-gilt-etf-ABGSE,INF209KC1134
ASHAL,Ashapura Logistics Ltd,ASHALOG,stock,/stocks/ashapura-logistics-ASHAL,INE0LAA01017
AFC,AFCOM Holdings Ltd,AFCOM,stock,/stocks/afcom-holdings-AFC,INE0OXY01013
ASSOC,Associated Coaters Ltd,ASSOCIATED,stock,/stocks/associated-coaters-ASSOC,INE0RIQ01013
AES,Aesthetik Engineers Ltd,AESTHETIK,stock,/stocks/aesthetik-engineers-AES,INE0TSF01011
GSE,Aditya Birla Sun Life CRISIL 10 Year Gilt ETF,GSEC10ABSL,etf,/etfs/aditya-birla-sun-life-crisil-10-year-gilt-etf-GSE,INF209KC1142
ASEP,Ace Software Exports Ltd Partly Paidup,ACESEPP,stock,/stocks/ace-software-exports-partly-paidup-ASEP,IN9849B01026
AFCO,Afcons Infrastructure Ltd,AFCONS,stock,/stocks/afcons-infrastructure-AFCO,INE101I01011
ANY,Anya Polytech & Fertilizers Ltd,ANYA,stock,/stocks/anya-polytech-and-fertilizers-ANY,INE0SI601032
ARK,Arkade Developers Ltd,ARKADE,stock,/stocks/arkade-developers-ARK,INE0QRL01017
AVIA,Avi Ansh Textile Ltd,AVIANSH,stock,/stocks/avi-ansh-textile-AVIA,INE0TFB01017
APE,Apex Ecotech Ltd,APEXECO,stock,/stocks/apex-ecotech-APE,INE0T4V01015
ABHA,Abha Power and Steel Ltd,ABHAPOWER,stock,/stocks/abha-power-and-steel-ABHA,INE0UYG01015
AERO,Aeron Composite Ltd,AERON,stock,/stocks/aeron-composites-AERO,INE0WL801011
